snr ITEM prox_grad prox_newton concomitant irls_sqrt irls_sigma irls_sqrt_restart oracle frank_wolfe_constr frank_wolfe_epi
10 2.77375513970604 2.65203068856394 2.49306105911198 2.71351567621095 2.77531014668291 2.67128123403213 2.77346500952744 1.39192608249243 4.43099351241529 2.71624169262425
20 1.28033164434169 1.26959876027288 1.21200416534153 1.27384031523186 1.28256585158443 1.25541346457443 1.2818265474122 0.438066003144085 1.81053689648919 1.26947897722268
30 0.723021581696999 0.719785201607521 0.727894189805723 0.725384425810807 0.724074077695079 0.713839473524325 0.724355876520952 0.148603680670883 1.01612436238971 0.731773372559771
40 0.261225813436159 0.261728080539295 0.24954628520627 0.264823760717525 0.263653853581104 0.258323922605716 0.263426514643827 0.0457385743925091 0.294592335246431 0.289468721941656
50 0.07719013904202 0.0781472483133955 0.0833406247193982 0.0785769939566814 0.0784185792897248 0.0773593486421116 0.0783819253776498 0.0140105023995945 0.148307577174498 0.16760645604556
60 0.0244126681698129 0.0246736004591076 0.0257450462644017 0.0246769711702839 0.0251734780336077 0.0247643411035107 0.0251619457610385 0.00458646987640969 0.165178951407847 0.142510367179621
