snr ITEM prox_grad prox_newton concomitant irls_sqrt irls_sigma irls_sqrt_restart oracle frank_wolfe_constr frank_wolfe_epi svd
10 60.0004588566666 60.0058764066667 60.01312326 18.7262029733333 40.7469541266667 5.97099521333333 52.09942403 0.00300751333333333 0.14771581 37.57340095 4.99501539
20 60.0003795933335 60.00744682 60.0121189333333 15.53517096 47.2396297366667 5.18059028 53.7265942433333 0.00171521 0.14643374 38.4700101966667 4.83192823333333
30 60.00048768 60.0044749866667 60.0758143933333 11.4497829766667 49.7321754633333 4.81353400666666 54.95598507 0.00154129333333333 0.139905643333333 17.70750614 5.04930654666667
40 60.00051788 60.0044544733333 60.01847164 6.79901625333333 36.2024900266667 3.44518063 54.8456791733334 0.00161733666666667 0.142382466666667 7.76843667333332 5.15901340333333
50 60.0004793599999 60.0033368933333 59.7990372533333 2.91034248333333 11.37675177 2.28892928 55.01711561 0.00139882333333333 0.137040396666667 5.05425903333334 4.98857800666667
60 60.00048015 60.0033362233333 36.9970446733334 1.79859919333333 5.26878149666666 1.51712606333333 49.7560312166666 0.00149788666666667 0.13870497 7.56122275333334 4.99672126333333
