Nit sqrt fn sigma_half Rn exp sigma sqrt_restart
209 0.00219339744750835 33.2852502835835 4.48530101948563e-14 3.06421554796543e-13 0.1807635718972 3.59712259978551e-14 0.00105871107687738
210 0.00218816880604411 33.2019319920634 4.52970994047064e-14 3.06421554796543e-13 0.1807635718972 3.73034936274053e-14 0.00100416203091447
211 0.00218297737964335 33.1192134471376 4.48530101948563e-14 3.06421554796543e-13 0.1807635718972 3.68594044175552e-14 0.000957255240197519
212 0.00217782272893352 33.0370875520521 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.68594044175552e-14 0.000916360207361411
213 0.00217270442174078 32.9555473269158 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.68594044175552e-14 0.000880292755416789
214 0.00216762203300558 32.8745859062392 4.48530101948563e-14 3.06421554796543e-13 0.1807635718972 3.68594044175552e-14 0.000848173890101833
215 0.00216257514456686 32.7941965365353 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.73034936274053e-14 0.000819336022477302
216 0.00215756334504569 32.7143725739828 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.73034936274053e-14 0.000793255280976179
217 0.00215258622972758 32.6351074821477 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.64153152077051e-14 0.000769517241736573
218 0.00214764340040086 32.5563948297629 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.64153152077051e-14 0.000747790936779236
219 0.0021427344652043 32.4782282885635 4.48530101948563e-14 3.05977465586693e-13 0.1807635718972 3.64153152077051e-14 0.000727807772419098
220 0.00213785903853658 32.4006016311769 4.48530101948563e-14 3.05977465586693e-13 0.1807635718972 3.68594044175552e-14 0.000709346452572035
221 0.00213301674090927 32.3235087290641 4.48530101948563e-14 2.50466314355435e-13 0.1807635718972 3.68594044175552e-14 0.000692223183009766
222 0.00212820719880469 32.2469435505135 4.48530101948563e-14 2.50022225145585e-13 0.1807635718972 3.64153152077051e-14 0.000676283757907736
223 0.0021234300445987 32.1709001586838 4.52970994047064e-14 2.49578135935735e-13 0.1807635718972 3.73034936274053e-14 0.000661397381382045
224 0.00211868491641232 32.0953727096945 4.52970994047064e-14 2.49578135935735e-13 0.1807635718972 3.64153152077051e-14 0.000647453640179485
225 0.00211397145800207 32.0203554507639 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.73034936274053e-14 0.00063435666115419
226 0.00210928931862675 31.9458427183916 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.68594044175552e-14 0.000622023813110939
227 0.00210463815298745 31.8718289365868 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.64153152077051e-14 0.00061038356984211
228 0.00210001762107614 31.7983086151367 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.68594044175552e-14 0.000599373439893025
229 0.00209542738810509 31.7252763479196 4.44089209850063e-14 2.49578135935735e-13 0.1807635718972 3.68594044175552e-14 0.000588938677385631
230 0.00209086712435402 31.6527268112556 4.48530101948563e-14 2.49134046725885e-13 0.1807635718972 3.64153152077051e-14 0.00057903128709258
231 0.00208633650512535 31.5806547622989 4.48530101948563e-14 2.49134046725885e-13 0.1807635718972 3.64153152077051e-14 0.000569608197355631
232 0.0020818352106371 31.5090550374668 4.48530101948563e-14 2.49134046725885e-13 0.1807635718972 3.64153152077051e-14 0.00056063096076997
233 0.00207736292590122 31.4379225509064 4.48530101948563e-14 2.49134046725885e-13 0.1807635718972 3.64153152077051e-14 0.000552065369506138
234 0.00207291934063436 31.3672522929973 4.48530101948563e-14 2.49134046725885e-13 0.1807635718972 3.68594044175552e-14 0.000543880890480519
235 0.00206850414920545 31.2970393288896 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.64153152077051e-14 0.000536050133094879
236 0.00206411705050247 31.2272787970754 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.59712259978551e-14 0.000528548438159415
237 0.00205975774786893 31.1579659079947 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.59712259978551e-14 0.000521353236085265
238 0.00205542594902486 31.0890959426718 4.48530101948563e-14 2.49134046725885e-13 0.1807635718972 3.59712259978551e-14 0.000514444193807417
239 0.00205112136595531 31.0206642513849 4.48530101948563e-14 2.49134046725885e-13 0.1807635718972 3.64153152077051e-14 0.000507802828265458
240 0.00204684371487307 30.9526662523653 4.48530101948563e-14 2.49134046725885e-13 0.1807635718972 3.64153152077051e-14 0.000501412285957237
241 0.00204259271610141 30.8850974305261 4.48530101948563e-14 2.49134046725885e-13 0.1807635718972 3.64153152077051e-14 0.000495257162725249
242 0.00203836809402036 30.8179533362204 4.48530101948563e-14 2.49134046725885e-13 0.1807635718972 3.64153152077051e-14 0.000489323347333315
243 0.00203416957697744 30.7512295840279 4.48530101948563e-14 2.49134046725885e-13 0.1807635718972 3.64153152077051e-14 0.000483597885190257
244 0.00202999689722816 30.6849218515679 4.48530101948563e-14 2.49134046725885e-13 0.1807635718972 3.64153152077051e-14 0.000478068859228298
245 0.0020258497908503 30.6190258783396 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.59712259978551e-14 0.000472725285479481
246 0.00202172799768441 30.5535374645886 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.59712259978551e-14 0.000467557021140763
247 0.00201763126126453 30.488452470198 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.64153152077051e-14 0.000462554686937899
248 0.00201355932873559 30.4237668136048 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.64153152077051e-14 0.000457709637014414
249 0.00200951195080723 30.3594764707399 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.64153152077051e-14 0.000453013779880607
250 0.00200548888170315 30.2955774739914 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.59712259978551e-14 0.0004484595789358
251 0.00200148987905013 30.232065911191 4.48530101948563e-14 2.49134046725885e-13 0.1807635718972 3.59712259978551e-14 0.000444040078365848
252 0.00199751470357423 30.1689379246218 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.68594044175552e-14 0.00043974884962017
253 0.00199356311988597 30.1061897100491 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.59712259978551e-14 0.000435579722070312
254 0.00198963489559079 30.0438175157706 4.48530101948563e-14 2.49134046725885e-13 0.1807635718972 3.64153152077051e-14 0.000431526994760567
255 0.00198572980142631 29.981817641688 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.68594044175552e-14 0.000427585348210524
256 0.00198184761126319 29.9201864383986 4.48530101948563e-14 2.49134046725885e-13 0.1807635718972 3.59712259978551e-14 0.000423749797392681
257 0.00197798810208027 29.8589203063062 4.52970994047064e-14 2.49134046725885e-13 0.1807635718972 3.59712259978551e-14 0.000420015665155926
258 0.00197415105388021 29.7980156947508 4.48530101948563e-14 2.49134046725885e-13 0.1807635718972 3.59712259978551e-14 0.000416378558141695
259 0.00197033624965748 29.7374691011571 4.48530101948563e-14 2.49134046725885e-13 0.1807635718972 3.59712259978551e-14 0.000412834345048019
260 0.00196654347529313 29.6772770702009 4.52970994047064e-14 2.49134046725885e-13 0.1807635718972 3.50830475781549e-14 0.000409379136814714
261 0.00196277251958277 29.6174361929931 4.48530101948563e-14 2.49134046725885e-13 0.1807635718972 3.59712259978551e-14 0.000406009268655527
262 0.00195902317413843 29.5579431062809 4.52970994047064e-14 2.49134046725885e-13 0.1807635718972 3.59712259978551e-14 0.000402721283694785
263 0.00195529523332105 29.4987944916656 4.52970994047064e-14 2.49134046725885e-13 0.1807635718972 3.50830475781549e-14 0.000399511918037998
264 0.00195158849425425 29.4399870748368 4.52970994047064e-14 2.49134046725885e-13 0.1807635718972 3.59712259978551e-14 0.000396378087135663
265 0.00194790275672663 29.3815176248228 4.52970994047064e-14 2.49134046725885e-13 0.1807635718972 3.59712259978551e-14 0.000393316873262606
266 0.00194423782315756 29.3233829532558 4.52970994047064e-14 2.49134046725885e-13 0.1807635718972 3.59712259978551e-14 0.000390325514149303
267 0.00194059349858078 29.2655799136531 4.52970994047064e-14 2.49134046725885e-13 0.1807635718972 3.5527136788005e-14 0.000387401392446751
268 0.00193696959056222 29.2081054007125 4.52970994047064e-14 2.49134046725885e-13 0.1807635718972 3.46389583683049e-14 0.000384542026106605
269 0.00193336590917292 29.1509563496222 4.52970994047064e-14 2.49134046725885e-13 0.1807635718972 3.5527136788005e-14 0.00038174505951627
270 0.00192978226696328 29.0941297353851 4.52970994047064e-14 2.49134046725885e-13 0.1807635718972 3.5527136788005e-14 0.000379008255319224
271 0.00192621847888841 29.0376225721564 4.52970994047064e-14 2.49134046725885e-13 0.1807635718972 3.64153152077051e-14 0.000376329486925009
272 0.00192267436229088 28.9814319125949 4.52970994047064e-14 2.49134046725885e-13 0.1807635718972 3.64153152077051e-14 0.000373706731556123
273 0.00191914973687135 28.9255548472276 4.52970994047064e-14 2.49134046725885e-13 0.1807635718972 3.5527136788005e-14 0.000371138063060439
274 0.00191564442462466 28.8699885038261 4.52970994047064e-14 2.48689957516035e-13 0.1807635718972 3.5527136788005e-14 0.000368621648184408
275 0.00191215824981006 28.8147300467968 4.52970994047064e-14 2.49134046725885e-13 0.1807635718972 3.59712259978551e-14 0.000366155738799723
276 0.00190869103892277 28.7597766765825 4.52970994047064e-14 2.48689957516035e-13 0.1807635718972 3.5527136788005e-14 0.000363738667590319
277 0.00190524262065273 28.7051256290756 4.52970994047064e-14 2.48689957516035e-13 0.1807635718972 3.5527136788005e-14 0.000361368843315724
278 0.00190181282584634 28.650774175044 4.52970994047064e-14 2.48689957516035e-13 0.1807635718972 3.5527136788005e-14 0.000359044746382153
279 0.00189840148748033 28.5967196195672 4.52970994047064e-14 2.48689957516035e-13 0.1807635718972 3.5527136788005e-14 0.000356764924767106
280 0.00189500844060797 28.5429593014844 4.52970994047064e-14 2.48689957516035e-13 0.1807635718972 3.59712259978551e-14 0.000354527990180653
281 0.00189163352235555 28.4894905928526 4.52970994047064e-14 2.48689957516035e-13 0.1807635718972 3.5527136788005e-14 0.000352332614534934
282 0.00188827657185175 28.4363108984158 4.52970994047064e-14 2.48689957516035e-13 0.1807635718972 3.59712259978551e-14 0.000350177526590389
283 0.00188493743023965 28.3834176550847 4.52970994047064e-14 2.48689957516035e-13 0.1807635718972 3.50830475781549e-14 0.000348061508912423
284 0.00188161594060388 28.3308083314257 4.52970994047064e-14 2.49134046725885e-13 0.1807635718972 3.59712259978551e-14 0.00034598339495906
285 0.00187831194797283 28.2784804271607 4.48530101948563e-14 2.49134046725885e-13 0.1807635718972 3.41948691584548e-14 0.000343942066371561
286 0.00187502529925965 28.2264314726759 4.52970994047064e-14 2.49134046725885e-13 0.1807635718972 3.5527136788005e-14 0.000341936450463987
287 0.00187175584324573 28.1746590285404 4.52970994047064e-14 2.48689957516035e-13 0.1807635718972 3.5527136788005e-14 0.000339965517861529
288 0.00186850343057232 28.1231606850335 4.52970994047064e-14 2.49134046725885e-13 0.1807635718972 3.64153152077051e-14 0.000338028280238323
289 0.0018652679136637 28.0719340616819 4.52970994047064e-14 2.49134046725885e-13 0.1807635718972 3.46389583683049e-14 0.000336123788266196
290 0.00186204914674271 28.0209768068044 4.52970994047064e-14 2.49134046725885e-13 0.1807635718972 3.5527136788005e-14 0.000334251129653129
291 0.00185884698578853 27.9702865970667 4.52970994047064e-14 2.48689957516035e-13 0.1807635718972 3.5527136788005e-14 0.000332409427296287
292 0.0018556612884999 27.9198611370435 4.52970994047064e-14 2.50022225145585e-13 0.1807635718972 3.5527136788005e-14 0.000330597837562507
293 0.00185249191427861 27.869698158789 4.52970994047064e-14 2.50022225145585e-13 0.1807635718972 3.46389583683049e-14 0.000328815548658046
294 0.00184933872420601 27.8197954214159 4.52970994047064e-14 2.50022225145585e-13 0.1807635718972 3.5527136788005e-14 0.000327061779116899
295 0.00184620158101811 27.770150710682 4.52970994047064e-14 2.50022225145585e-13 0.1807635718972 3.5527136788005e-14 0.000325335776324653
296 0.00184308034905056 27.7207618385843 4.52970994047064e-14 2.50022225145585e-13 0.1807635718972 3.5527136788005e-14 0.000323636815212858
297 0.00183997489427012 27.6716266429609 4.52970994047064e-14 2.50022225145585e-13 0.1807635718972 3.46389583683049e-14 0.000321964196910773
298 0.00183688508420099 27.6227429871003 4.52970994047064e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 0.000320317247608948
299 0.00183381078792566 27.5741087593574 4.52970994047064e-14 2.50022225145585e-13 0.1807635718972 3.5527136788005e-14 0.000318695317365059
300 0.00183075187604587 27.5257218727771 4.52970994047064e-14 2.50022225145585e-13 0.1807635718972 3.5527136788005e-14 0.000317097779057196
301 0.00182770822069012 27.4775802647249 4.48530101948563e-14 2.50022225145585e-13 0.1807635718972 3.5527136788005e-14 0.000317096578001497
302 0.00182467969544398 27.4296818965234 4.57411886145564e-14 2.50022225145585e-13 0.1807635718972 3.5527136788005e-14 0.000228623313172083
303 0.00182166617537627 27.3820247530962 4.57411886145564e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 0.00018448528889925
304 0.00181866753697824 27.3346068426179 4.57411886145564e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 0.000159287634185823
305 0.00181568365817775 27.287426196171 4.57411886145564e-14 2.50022225145585e-13 0.1807635718972 3.5527136788005e-14 0.00014229220701667
306 0.00181271441827979 27.2404808674074 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.5527136788005e-14 0.000129803063495082
307 0.00180975969798736 27.1937689322183 4.57411886145564e-14 2.49578135935735e-13 0.1807635718972 3.59712259978551e-14 0.000120118118906554
308 0.00180681937934457 27.1472884884077 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 0.00011232281883089
309 0.0018038933457345 27.1010376553736 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.5527136788005e-14 0.000105871035338545
310 0.00180098148186048 27.0550145737936 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.41948691584548e-14 0.000100416143538951
311 0.00179808367374079 27.0092174053165 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 9.5725474660302e-05
312 0.0017951998086394 26.9636443322593 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 9.16359799023603e-05
313 0.00179232977510235 26.9182935573101 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.59712259978551e-14 8.80292406151284e-05
314 0.00178947346292535 26.8731633032351 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 8.48173597063351e-05
315 0.00178663076311958 26.8282518125916 4.66293670342566e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 8.19335787332065e-05
316 0.00178380156790503 26.7835573474455 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 7.93255085329569e-05
317 0.00178098577069363 26.7390781890942 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 7.69517076717463e-05
318 0.00177818326606616 26.6948126377939 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.59712259978551e-14 7.47790798198977e-05
319 0.00177539394977799 26.6507590112244 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 7.27807661600188e-05
320 0.00177261771870274 26.6069156162497 4.66293670342566e-14 2.49578135935735e-13 0.1807635718972 3.59712259978551e-14 7.09346355449725e-05
321 0.00176985447084599 26.5632807358098 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 6.92223096954159e-05
322 0.00176710410534486 26.5198526712433 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 6.76283680927092e-05
323 0.00176436652240586 26.4766297482258 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 6.61397313610479e-05
324 0.00176164162331061 26.4336103156436 4.66293670342566e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 6.47453581947843e-05
325 0.00175892931043009 26.3907927446402 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.59712259978551e-14 6.34356608495423e-05
326 0.00175622948715493 26.3481754278044 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 6.22023765530777e-05
327 0.0017535420579442 26.3057567784775 4.66293670342566e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 6.10383526864489e-05
328 0.00175086692822957 26.263535230159 4.66293670342566e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 5.99373401484193e-05
329 0.00174820400450804 26.2215092359937 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 5.88938645615933e-05
330 0.00174555319421854 26.1796772683289 4.52970994047064e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 5.79031260303786e-05
331 0.00174291440581564 26.1380378183278 4.66293670342566e-14 2.49578135935735e-13 0.1807635718972 3.41948691584548e-14 5.69608175959857e-05
332 0.00174028754869093 26.0965893956316 4.52970994047064e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 5.60630942243456e-05
333 0.00173767253320412 26.0553305280589 4.52970994047064e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 5.52065353267572e-05
334 0.00173506927066747 26.0127575564565 4.52970994047064e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 5.43880876193725e-05
335 0.00173247767328233 25.9684547488578 4.52970994047064e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 5.36050121513476e-05
336 0.00172989765421194 25.9241333266039 4.52970994047064e-14 2.49578135935735e-13 0.1807635718972 3.41948691584548e-14 5.28548427229936e-05
337 0.00172732912748241 25.8797960370762 4.52970994047064e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 5.21353226834442e-05
338 0.00172477200803822 25.8354498711032 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 5.14444186268115e-05
339 0.00172222621168672 25.7910889942446 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.41948691584548e-14 5.07802822098391e-05
340 0.00171969165511454 25.7467148562187 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 5.01412281086466e-05
341 0.001717168255853 25.7023434424746 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 4.95257159021101e-05
342 0.00171465593227804 25.6579716649567 4.48530101948563e-14 2.49578135935735e-13 0.1807635718972 3.50830475781549e-14 4.89323344616821e-05
343 0.00171215460360896 25.6136022754572 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 4.83597883373932e-05
344 0.00170966418988527 25.5692457413257 4.52970994047064e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 4.78068858216218e-05
345 0.00170718461194719 25.5248899415434 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 4.72725285165509e-05
346 0.00170471579144493 25.4805478151518 4.52970994047064e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 4.67557021384124e-05
347 0.00170225765083387 25.4362237671206 4.52970994047064e-14 2.49578135935735e-13 0.1807635718972 3.41948691584548e-14 4.62554687796768e-05
348 0.001699810113311 25.3919194843495 4.52970994047064e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 4.57709638501669e-05
349 0.00169737310288687 25.3476394062694 4.66293670342566e-14 2.49578135935735e-13 0.1807635718972 3.59712259978551e-14 4.53013782015788e-05
350 0.00169494654431013 25.3033850714276 4.66293670342566e-14 2.49578135935735e-13 0.1807635718972 3.41948691584548e-14 4.48459581572358e-05
351 0.00169253036307504 25.2591643349338 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 4.44040082649977e-05
352 0.00169012448543571 25.2149842801469 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.41948691584548e-14 4.39748855587396e-05
353 0.00168772883835411 25.1708485374933 4.66293670342566e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 4.35579728366164e-05
354 0.00168534334955917 25.1267768399151 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 4.31527001181209e-05
355 0.0016829679474295 25.0827750936266 4.66293670342566e-14 2.49134046725885e-13 0.1807635718972 3.46389583683049e-14 4.27585354665361e-05
356 0.0016806025610947 25.0388604237533 4.66293670342566e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 4.23749803388773e-05
357 0.00167824712036735 24.9950246840824 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.41948691584548e-14 4.2001567220229e-05
358 0.00167590155574704 24.9513277926857 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.41948691584548e-14 4.16378565661901e-05
359 0.00167356579840439 24.9077361081654 4.57411886145564e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 4.12834352605529e-05
360 0.00167123978029693 24.8642687782167 4.57411886145564e-14 2.50022225145585e-13 0.1807635718972 3.46389583683049e-14 4.09379144468147e-05
361 0.00166892343372549 24.8209189866809 4.57411886145564e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 4.0600927654566e-05
362 0.00166661669195278 24.7777237740693 4.57411886145564e-14 2.50022225145585e-13 0.1807635718972 3.59712259978551e-14 4.02721291745678e-05
363 0.00166431948877177 24.7346995376808 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 3.99511926243434e-05
364 0.00166203175863489 24.691820742154 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 3.96378095532945e-05
365 0.00165975343661051 24.649096439971 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.46389583683049e-14 3.9331688178823e-05
366 0.00165748445839764 24.6065564171334 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.50830475781549e-14 3.90325522667823e-05
367 0.00165522476038715 24.564208304372 4.57411886145564e-14 2.50022225145585e-13 0.1807635718972 3.50830475781549e-14 3.87401401082954e-05
368 0.00165297427932476 24.5220600664904 4.66293670342566e-14 2.49578135935735e-13 0.1807635718972 3.41948691584548e-14 3.8454203471705e-05
369 0.00165073295278839 24.4800844523556 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.41948691584548e-14 3.81745068120942e-05
370 0.00164850071888933 24.4382877834129 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 3.79008263808878e-05
371 0.00164627751631663 24.3966841186705 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.41948691584548e-14 3.76329495286321e-05
372 0.00164406328433664 24.3552838808157 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.41948691584548e-14 3.73706739686952e-05
373 0.00164185796286587 24.3140940823493 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.41948691584548e-14 3.71138071613153e-05
374 0.00163966149214145 24.2731065826223 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 3.68621656963164e-05
375 0.00163747381319101 24.2323227187141 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.41948691584548e-14 3.66155747673069e-05
376 0.00163529486752356 24.1917539746393 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 3.63738676369962e-05
377 0.00163312459728449 24.1514212130049 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.46389583683049e-14 3.61368851922172e-05
378 0.00163096294487231 24.1113211273806 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.46389583683049e-14 3.59044754665305e-05
379 0.00162880985349023 24.0714303447504 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.46389583683049e-14 3.56764932529785e-05
380 0.00162666526677846 24.0317501691341 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.46389583683049e-14 3.54527997306064e-05
381 0.00162452912890254 23.9922831757892 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.46389583683049e-14 3.52332621025297e-05
382 0.00162240138460623 23.9530375970681 4.61852778244065e-14 2.49578135935735e-13 0.1807635718972 3.5527136788005e-14 3.5017753222899e-05
383 0.00162028197891884 23.9140099587877 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.46389583683049e-14 3.48061513744113e-05
384 0.00161817085756866 23.8752056341433 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.46389583683049e-14 3.45983399019367e-05
385 0.00161606796675162 23.8366276578337 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.59712259978551e-14 3.43942069553904e-05
386 0.00161397325319834 23.7982555619216 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.41948691584548e-14 3.41936452890046e-05
387 0.00161188666387835 23.7601032014815 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.5527136788005e-14 3.39965519535745e-05
388 0.00160980814650991 23.7221653217013 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.41948691584548e-14 3.3802828118823e-05
389 0.0016077376491741 23.6844376519991 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.46389583683049e-14 3.36123788624576e-05
390 0.00160567512050669 23.6469204205442 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.41948691584548e-14 3.34251129388008e-05
391 0.00160362050936325 23.6096012431281 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.41948691584548e-14 3.32409426526681e-05
392 0.00160157376529746 23.5724762568748 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.46389583683049e-14 3.30597836324387e-05
393 0.00159953483823116 23.5355527653439 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.46389583683049e-14 3.28815546972727e-05
394 0.00159750367862532 23.4988362993845 4.57411886145564e-14 2.50022225145585e-13 0.1807635718972 3.41948691584548e-14 3.27061777101179e-05
395 0.00159548023710698 23.4623141692943 4.57411886145564e-14 2.50022225145585e-13 0.1807635718972 3.41948691584548e-14 3.25335774005175e-05
396 0.0015934644650204 23.4259788136814 4.57411886145564e-14 2.50022225145585e-13 0.1807635718972 3.41948691584548e-14 3.23636812615824e-05
397 0.00159145631401625 23.3898372825695 4.57411886145564e-14 2.50022225145585e-13 0.1807635718972 3.41948691584548e-14 3.21964194109903e-05
398 0.00158945573621239 23.3538779989992 4.57411886145564e-14 2.50022225145585e-13 0.1807635718972 3.46389583683049e-14 3.20317244577595e-05
399 0.00158746268419385 23.3181241219498 4.57411886145564e-14 2.50022225145585e-13 0.1807635718972 3.41948691584548e-14 3.18695314214246e-05
400 0.00158547711073576 23.2825574206194 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.46389583683049e-14 3.17097775779374e-05
401 0.00158349896927179 23.2471778719329 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.46389583683049e-14 3.17096574491416e-05
402 0.00158152821354962 23.2119770188772 4.57411886145564e-14 2.50022225145585e-13 0.1807635718972 3.41948691584548e-14 2.28623385667426e-05
403 0.00157956479772681 23.1769445521449 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.41948691584548e-14 1.84485166432324e-05
404 0.00157760867642587 23.142078166785 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.46389583683049e-14 1.59287572354394e-05
405 0.00157565980444607 23.107375648382 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.46389583683049e-14 1.42292171676495e-05
406 0.00157371813721419 23.0728383206342 4.57411886145564e-14 2.50022225145585e-13 0.1807635718972 3.46389583683049e-14 1.29803039574661e-05
407 0.00157178363040389 23.0384785458102 4.61852778244065e-14 2.50022225145585e-13 0.1807635718972 3.41948691584548e-14 1.20118096398336e-05
