Nit sqrt fn sigma_half Rn exp sigma sqrt_restart
148 0.0026065160786386 39.8862691985365 2.63344901441087e-13 3.78364006792253e-13 0.1807635718972 1.55875312657372e-12 0.00457709736074596
149 0.00259775451386313 39.7459623348828 1.36779476633819e-13 3.07309733216243e-13 0.1807635718972 1.32605038061229e-12 0.00453013870705465
150 0.00258908071476549 39.6070721372121 1.35891298214119e-13 3.07309733216243e-13 0.1807635718972 1.24522614441958e-12 0.00448459662376477
151 0.00258049322572962 39.4695750744322 7.54951656745106e-14 3.06865644006393e-13 0.1807635718972 7.90034704323261e-13 0.00444040146554325
152 0.00257199062471036 39.3334481585506 7.37188088351104e-14 3.06865644006393e-13 0.1807635718972 6.69242439244044e-13 0.0043974890202958
153 0.00256357152225783 39.1986689286697 7.41628980449605e-14 3.06421554796543e-13 0.1807635718972 6.23501250629488e-13 0.00435579769326999
154 0.0025552345605524 39.0652154355527 5.6843418860808e-14 3.06421554796543e-13 0.1807635718972 6.11510841963536e-13 0.00431527037479862
155 0.00254697841249651 38.9330662267399 5.6399329650958e-14 3.06421554796543e-13 0.1807635718972 6.14175377222637e-13 0.00427585386910145
156 0.002538801780823 38.8022003321895 5.59552404411079e-14 3.06421554796543e-13 0.1807635718972 3.13082892944294e-13 0.00423749832526532
157 0.00253070339722594 38.6725972504226 4.70734562441066e-14 3.06421554796543e-13 0.1807635718972 3.08642000845794e-13 0.00420015697109566
158 0.00252268202154138 38.544236935152 4.66293670342566e-14 3.06865644006393e-13 0.1807635718972 3.09974268475344e-13 0.00416378587267019
159 0.00251473644096789 38.4170997823737 4.66293670342566e-14 3.06421554796543e-13 0.1807635718972 1.17239551400417e-13 0.00412834371640214
160 0.00250686546927525 38.2911666179033 4.61852778244065e-14 3.06421554796543e-13 0.1807635718972 1.14130926931466e-13 0.00409379161132906
161 0.0024990679460366 38.1664186853387 4.61852778244065e-14 3.06421554796543e-13 0.1807635718972 1.13686837721616e-13 0.00406009290930776
162 0.0024913427359996 38.0428376344325 4.57411886145564e-14 3.05977465586693e-13 0.1807635718972 3.50830475781549e-14 0.00402721304134923
163 0.00248368872825866 37.920405509857 4.57411886145564e-14 3.06421554796543e-13 0.1807635718972 3.33066907387547e-14 0.00399511936822794
164 0.00247610483570382 37.7991047403474 4.57411886145564e-14 3.06421554796543e-13 0.1807635718972 3.37507799486048e-14 0.00396378104412776
165 0.00246858999430755 37.6789181282067 4.57411886145564e-14 3.06421554796543e-13 0.1807635718972 3.37507799486048e-14 0.00393316889182005
166 0.002461143162515 37.5598288391596 4.52970994047064e-14 3.05977465586693e-13 0.1807635718972 3.46389583683049e-14 0.00390325528833202
167 0.00245376332062452 37.4418203925407 4.52970994047064e-14 3.05977465586693e-13 0.1807635718972 3.50830475781549e-14 0.0038740140600737
168 0.00244644947022499 37.3248766518048 4.52970994047064e-14 3.05977465586693e-13 0.1807635718972 3.64153152077051e-14 0.0038454203864231
169 0.0024392006336158 37.2089818153462 4.52970994047064e-14 3.06865644006393e-13 0.1807635718972 3.59712259978551e-14 0.00381745071117257
170 0.00243201585325048 37.0941204076164 4.52970994047064e-14 3.06865644006393e-13 0.1807635718972 3.73034936274053e-14 0.00379008266080572
171 0.00242489419122194 36.9802772705265 4.52970994047064e-14 3.06865644006393e-13 0.1807635718972 3.68594044175552e-14 0.00376329496902805
172 0.00241783472872781 36.8674375551268 4.52970994047064e-14 3.06865644006393e-13 0.1807635718972 3.77475828372553e-14 0.00373706740761959
173 0.00241083656557928 36.7555867135496 4.52970994047064e-14 3.06865644006393e-13 0.1807635718972 3.77475828372553e-14 0.00371138072203969
174 0.00240389881973657 36.6447104912087 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.73034936274053e-14 0.00368621657193069
175 0.0023970206268169 36.5347949192432 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.73034936274053e-14 0.00366155747608765
176 0.00239020113967081 36.4258263071987 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.73034936274053e-14 0.0036373867613686
177 0.00238343952789322 36.317791235936 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.77475828372553e-14 0.00361368851528709
178 0.00237673497745661 36.2106765507591 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.77475828372553e-14 0.00359044754196347
179 0.00237008669031091 36.1044693547549 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.77475828372553e-14 0.00356764932115849
180 0.00236349388389234 35.9991570023371 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.77475828372553e-14 0.00354527997012388
181 0.00235695579080231 35.8947270929858 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.77475828372553e-14 0.00352332620805118
182 0.00235047165839797 35.7911674651772 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.73034936274053e-14 0.00350177532291873
183 0.00234404074847872 35.6884661904959 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.73034936274053e-14 0.00348061514051734
184 0.00233766233688515 35.5866115679236 4.48530101948563e-14 3.06421554796543e-13 0.1807635718972 3.77475828372553e-14 0.00345983399557337
185 0.00233133571319044 35.4855921182977 4.48530101948563e-14 3.06421554796543e-13 0.1807635718972 3.73034936274053e-14 0.00343942070468284
186 0.00232506018036727 35.3853965789338 4.48530101948563e-14 3.06421554796543e-13 0.1807635718972 3.77475828372553e-14 0.00341936454106362
187 0.00231883505442854 35.2860138984074 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.77475828372553e-14 0.00339965521084551
188 0.00231265966416849 35.1874332314876 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.77475828372553e-14 0.00338028283084801
189 0.00230653335079767 35.0896439342192 4.44089209850063e-14 3.06865644006393e-13 0.1807635718972 3.77475828372553e-14 0.00336123790777876
190 0.00230045546770707 34.9926355591468 4.48530101948563e-14 3.07309733216243e-13 0.1807635718972 3.77475828372553e-14 0.00334251131867225
191 0.00229442538013824 34.896397850677 4.48530101948563e-14 3.07309733216243e-13 0.1807635718972 3.73034936274053e-14 0.00332409429247082
192 0.002288442464915 34.8009207405739 4.44089209850063e-14 3.07309733216243e-13 0.1807635718972 3.68594044175552e-14 0.00330597839283486
193 0.00228250611020675 34.7061943435823 4.44089209850063e-14 3.07309733216243e-13 0.1807635718972 3.77475828372553e-14 0.00328815550181405
194 0.00227661571518389 34.6122089531763 4.48530101948563e-14 3.07309733216243e-13 0.1807635718972 3.77475828372553e-14 0.00327061780462179
195 0.0022707706898708 34.5189550374273 4.48530101948563e-14 3.07309733216243e-13 0.1807635718972 3.77475828372553e-14 0.00325335777521074
196 0.0022649704547999 34.426423234988 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.77475828372553e-14 0.0032363681626868
197 0.00225921444084154 34.3346043511893 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.73034936274053e-14 0.00321964197851621
198 0.00225350208890918 34.2434893542455 4.52970994047064e-14 3.06865644006393e-13 0.1807635718972 3.73034936274053e-14 0.00320317248446012
199 0.00224783284979901 34.1530693715643 4.44089209850063e-14 3.06865644006393e-13 0.1807635718972 3.68594044175552e-14 0.00318695318113793
200 0.0022422061839027 34.0633356861588 4.48530101948563e-14 3.06865644006393e-13 0.1807635718972 3.77475828372553e-14 0.00317097779727149
201 0.00223662156102833 33.9742797331578 4.48530101948563e-14 3.06421554796543e-13 0.1807635718972 3.73034936274053e-14 0.00317096577901532
202 0.00223107846018422 33.8858930964108 4.52970994047064e-14 3.06421554796543e-13 0.1807635718972 3.73034936274053e-14 0.00228623318093701
203 0.00222557636937371 33.798167505186 4.52970994047064e-14 3.06421554796543e-13 0.1807635718972 3.73034936274053e-14 0.00184486271612139
204 0.00222011478538064 33.7110948309565 4.48530101948563e-14 3.06421554796543e-13 0.1807635718972 3.73034936274053e-14 0.00159288042336669
205 0.002214693213626 33.6246670842736 4.48530101948563e-14 3.06421554796543e-13 0.1807635718972 3.73034936274053e-14 0.0014229244733408
206 0.00220931116790624 33.5388764117231 4.48530101948563e-14 3.06421554796543e-13 0.1807635718972 3.64153152077051e-14 0.00129803229552916
207 0.00220396817026902 33.4537150929635 4.52970994047064e-14 3.06421554796543e-13 0.1807635718972 3.73034936274053e-14 0.00120118238779598
208 0.00219866375081201 33.3691755378412 4.48530101948563e-14 3.06421554796543e-13 0.1807635718972 3.68594044175552e-14 0.00112322910457419
